order_id,sku_category,basket_size,pick_time,congestion_score,warehouse_wait_time,rider_distance_km,delivery_time,sla_breach,order_cost,city_zone,peak_hour,pick_cost,staging_cost,last_mile_cost
3966,Vegetables,15,34,5,12,11.13,73,1,154.44,North,1,51.0,14.399999999999999,89.04
3967,Beverages,5,6,1,13,7.14,34,1,81.72,North,1,9.0,15.6,57.12
3968,Beverages,11,33,2,9,1.76,47,1,74.38,North,1,49.5,10.799999999999999,14.08
3969,Frozen,6,25,9,2,6.15,48,1,89.1,West,0,37.5,2.4,49.2
3970,Dairy,7,18,3,2,4.21,31,1,63.08,South,1,27.0,2.4,33.68
3971,Snacks,10,27,3,8,8.84,55,1,120.82,West,1,40.5,9.6,70.72
3972,Vegetables,15,16,4,4,11.72,47,1,122.56,South,1,24.0,4.8,93.76
3973,Household,7,38,5,18,3.04,67,1,102.92,East,1,57.0,21.599999999999998,24.32
3974,Vegetables,8,30,4,15,4.9,58,1,102.2,East,1,45.0,18.0,39.2
3975,Frozen,13,10,8,15,2.68,38,1,54.44,East,0,15.0,18.0,21.44
3976,Fruits,15,16,3,6,8.44,41,1,98.72,West,0,24.0,7.199999999999999,67.52
3977,Beverages,2,25,6,4,10.55,56,1,126.7,South,1,37.5,4.8,84.4
3978,Vegetables,7,10,6,3,7.84,34,1,81.32,North,0,15.0,3.5999999999999996,62.72
3979,Snacks,4,5,6,10,3.12,27,0,44.46,North,0,7.5,12.0,24.96
3980,Household,6,14,2,3,4.05,27,0,57.0,West,0,21.0,3.5999999999999996,32.4
3981,Household,8,9,2,14,1.23,27,0,40.14,East,1,13.5,16.8,9.84
3982,Beverages,9,36,8,13,3.35,63,1,96.4,North,0,54.0,15.6,26.8
3983,Vegetables,4,22,8,14,2.64,49,1,70.92,East,0,33.0,16.8,21.12
3984,Household,14,8,9,6,2.27,27,0,37.36,West,0,12.0,7.199999999999999,18.16
3985,Household,13,15,10,10,7.82,50,1,97.06,North,1,22.5,12.0,62.56
3986,Vegetables,6,15,7,19,11.5,64,1,137.3,East,1,22.5,22.8,92.0
3987,Fruits,5,38,1,17,1.08,58,1,86.04,West,1,57.0,20.4,8.64
3988,Vegetables,5,35,5,20,3.38,66,1,103.54,East,0,52.5,24.0,27.04
3989,Fruits,14,31,10,13,3.86,61,1,92.98,East,1,46.5,15.6,30.88
3990,Fruits,3,26,7,9,4.34,50,1,84.52,West,1,39.0,10.799999999999999,34.72
3991,Snacks,1,18,7,1,8.82,43,1,98.76,South,1,27.0,1.2,70.56
3992,Frozen,12,37,7,14,8.48,74,1,140.14,South,1,55.5,16.8,67.84
3993,Vegetables,9,20,5,5,8.9,47,1,107.2,West,0,30.0,6.0,71.2
3994,Dairy,1,35,8,14,7.54,72,1,129.62,North,0,52.5,16.8,60.32
3995,Dairy,5,27,9,3,5.59,50,1,88.82,South,1,40.5,3.5999999999999996,44.72
3996,Beverages,11,15,3,7,4.08,33,1,63.54,West,1,22.5,8.4,32.64
3997,Frozen,8,6,2,13,1.47,23,0,36.36,North,1,9.0,15.6,11.76
3998,Household,13,7,8,5,8.8,37,1,86.9,North,0,10.5,6.0,70.4
3999,Beverages,13,25,7,12,9.92,63,1,131.26,South,0,37.5,14.399999999999999,79.36
4000,Frozen,1,8,9,15,1.02,34,1,38.16,North,0,12.0,18.0,8.16
4001,Dairy,14,22,7,11,3.26,46,1,72.28,South,0,33.0,13.2,26.08
4002,Fruits,14,34,1,19,2.74,59,1,95.72,East,0,51.0,22.8,21.92
4003,Vegetables,8,7,8,13,4.72,37,1,63.86,North,1,10.5,15.6,37.76
4004,Household,4,27,1,1,9.31,47,1,116.18,South,1,40.5,1.2,74.48
4005,Vegetables,10,6,4,8,8.09,34,1,83.32,East,0,9.0,9.6,64.72
4006,Beverages,13,31,10,5,4.5,55,1,88.5,North,0,46.5,6.0,36.0
4007,Fruits,6,35,4,2,6.77,54,1,109.06,West,0,52.5,2.4,54.16
4008,Vegetables,10,17,10,3,8.55,47,1,97.5,East,1,25.5,3.5999999999999996,68.4
4009,Household,9,27,6,6,8.46,55,1,115.38,South,0,40.5,7.199999999999999,67.68
4010,Beverages,1,5,8,17,9.01,48,1,99.98,West,0,7.5,20.4,72.08
4011,Household,7,38,5,2,5.73,56,1,105.24,East,1,57.0,2.4,45.84
4012,Beverages,11,34,3,13,1.0,52,1,74.6,East,1,51.0,15.6,8.0
4013,Beverages,3,38,1,16,9.59,74,1,152.92,South,1,57.0,19.2,76.72
4014,Beverages,4,26,4,4,11.46,56,1,135.48,South,0,39.0,4.8,91.68
4015,Fruits,3,23,5,6,11.53,57,1,133.94,South,0,34.5,7.199999999999999,92.24
4016,Household,13,31,7,9,4.17,55,1,90.66,North,1,46.5,10.799999999999999,33.36
4017,Fruits,3,20,8,13,8.35,57,1,112.4,West,0,30.0,15.6,66.8
4018,Frozen,7,25,5,4,1.13,36,1,51.34,East,1,37.5,4.8,9.04
4019,Vegetables,14,10,5,6,6.55,34,1,74.6,West,0,15.0,7.199999999999999,52.4
4020,Household,3,33,9,11,6.92,66,1,118.06,West,1,49.5,13.2,55.36
4021,Fruits,9,10,5,15,3.91,37,1,64.28,West,1,15.0,18.0,31.28
4022,Household,6,25,2,6,4.99,42,1,84.62,North,0,37.5,7.199999999999999,39.92
4023,Household,4,36,1,15,1.05,54,1,80.4,East,0,54.0,18.0,8.4
4024,Beverages,1,40,9,13,4.97,71,1,115.36,West,1,60.0,15.6,39.76
4025,Snacks,14,7,7,12,3.59,33,1,53.62,East,1,10.5,14.399999999999999,28.72
4026,Dairy,8,27,2,12,6.8,54,1,109.3,East,0,40.5,14.399999999999999,54.4
4027,Vegetables,12,25,10,12,5.87,58,1,98.86,East,0,37.5,14.399999999999999,46.96
4028,Snacks,11,14,9,3,7.12,40,1,81.56,North,1,21.0,3.5999999999999996,56.96
4029,Frozen,3,20,3,16,8.75,56,1,119.2,North,0,30.0,19.2,70.0
4030,Snacks,5,7,4,16,1.01,29,0,37.78,North,1,10.5,19.2,8.08
4031,Vegetables,8,33,2,6,11.08,63,1,145.34,West,0,49.5,7.199999999999999,88.64
4032,Household,14,23,2,6,9.23,49,1,115.54,North,0,34.5,7.199999999999999,73.84
4033,Fruits,13,37,3,15,4.34,63,1,108.22,North,0,55.5,18.0,34.72
4034,Frozen,6,21,2,14,9.89,56,1,127.42,East,1,31.5,16.8,79.12
4035,Dairy,10,31,2,19,10.61,73,1,154.18,North,0,46.5,22.8,84.88
4036,Vegetables,2,7,10,16,4.57,42,1,66.26,South,1,10.5,19.2,36.56
4037,Vegetables,4,21,4,14,1.12,41,1,57.26,West,1,31.5,16.8,8.96
4038,Household,12,19,6,13,3.7,45,1,73.7,West,0,28.5,15.6,29.6
4039,Fruits,8,11,2,15,9.41,46,1,109.78,South,0,16.5,18.0,75.28
4040,Vegetables,3,26,5,14,3.56,52,1,84.28,West,1,39.0,16.8,28.48
4041,Frozen,14,6,10,10,10.14,46,1,102.12,North,0,9.0,12.0,81.12
4042,Beverages,14,17,8,8,3.26,39,1,61.18,West,0,25.5,9.6,26.08
4043,Snacks,10,6,8,11,8.3,41,1,88.6,North,0,9.0,13.2,66.4
4044,Vegetables,3,20,5,20,2.34,49,1,72.72,East,1,30.0,24.0,18.72
4045,Frozen,14,14,2,7,6.76,36,1,83.48,West,0,21.0,8.4,54.08
4046,Beverages,3,33,7,19,5.68,70,1,117.74,North,0,49.5,22.8,45.44
4047,Fruits,10,23,1,5,1.72,32,1,54.26,North,0,34.5,6.0,13.76
4048,Vegetables,1,27,7,1,2.28,39,1,59.94,East,1,40.5,1.2,18.24
4049,Fruits,6,11,7,19,4.32,45,1,73.86,North,0,16.5,22.8,34.56
4050,Vegetables,12,16,3,18,1.26,39,1,55.68,East,1,24.0,21.599999999999998,10.08
4051,Household,11,23,5,4,6.73,45,1,93.14,South,0,34.5,4.8,53.84
4052,Vegetables,1,8,7,9,4.2,32,1,56.4,West,1,12.0,10.799999999999999,33.6
4053,Household,3,30,6,13,9.13,67,1,133.64,West,0,45.0,15.6,73.04
4054,Dairy,2,36,1,11,1.99,51,1,83.12,West,1,54.0,13.2,15.92
4055,Fruits,15,40,9,3,7.23,66,1,121.44,East,0,60.0,3.5999999999999996,57.84
4056,Fruits,9,20,7,11,6.31,50,1,93.68,East,0,30.0,13.2,50.48
4057,Frozen,13,23,9,1,1.77,36,1,49.86,North,1,34.5,1.2,14.16
4058,Dairy,8,40,8,1,1.27,51,1,71.36,North,0,60.0,1.2,10.16
4059,Frozen,13,14,3,7,11.01,46,1,117.48,North,0,21.0,8.4,88.08
4060,Snacks,11,22,8,18,4.99,57,1,94.52,East,0,33.0,21.599999999999998,39.92
4061,Fruits,8,19,4,17,2.28,44,1,67.14,West,0,28.5,20.4,18.24
4062,Dairy,12,5,7,8,10.45,40,1,100.7,North,1,7.5,9.6,83.6
4063,Vegetables,2,17,3,12,8.53,49,1,108.14,North,0,25.5,14.399999999999999,68.24
4064,Household,8,8,5,20,3.16,39,1,61.28,North,1,12.0,24.0,25.28
4065,Beverages,1,29,6,10,4.64,54,1,92.62,East,0,43.5,12.0,37.12
4066,Vegetables,7,27,4,8,10.46,59,1,133.78,North,1,40.5,9.6,83.68
4067,Snacks,9,14,7,2,1.23,25,0,33.24,South,0,21.0,2.4,9.84
4068,Beverages,13,6,2,6,3.25,20,0,42.2,North,0,9.0,7.199999999999999,26.0
4069,Household,4,19,6,7,4.07,40,1,69.46,West,0,28.5,8.4,32.56
4070,Frozen,2,33,3,10,8.83,63,1,132.14,East,1,49.5,12.0,70.64
4071,Frozen,14,6,8,20,1.39,36,1,44.12,East,1,9.0,24.0,11.12
4072,Dairy,4,24,4,12,11.98,63,1,146.24,South,1,36.0,14.399999999999999,95.84
4073,Household,2,33,5,1,3.84,46,1,81.42,South,1,49.5,1.2,30.72
4074,Dairy,3,18,8,11,10.99,58,1,128.12,North,0,27.0,13.2,87.92
4075,Snacks,15,21,5,5,8.89,48,1,108.62,North,0,31.5,6.0,71.12
4076,Dairy,9,15,10,12,9.2,55,1,110.5,North,1,22.5,14.399999999999999,73.6
4077,Fruits,12,32,8,3,9.56,62,1,128.08,North,1,48.0,3.5999999999999996,76.48
4078,Dairy,15,34,4,4,3.57,49,1,84.36,North,1,51.0,4.8,28.56
4079,Beverages,5,7,2,2,3.24,17,0,38.82,East,0,10.5,2.4,25.92
4080,Dairy,6,35,5,20,9.8,79,1,154.9,West,1,52.5,24.0,78.4
4081,Vegetables,9,12,7,6,9.52,44,1,101.36,North,0,18.0,7.199999999999999,76.16
4082,Vegetables,1,26,2,10,8.36,54,1,117.88,South,1,39.0,12.0,66.88
4083,Fruits,2,17,9,20,8.98,63,1,121.34,South,0,25.5,24.0,71.84
4084,Snacks,2,13,10,10,8.75,50,1,101.5,West,0,19.5,12.0,70.0
4085,Household,4,28,5,15,3.17,54,1,85.36,North,0,42.0,18.0,25.36
4086,Fruits,13,23,5,12,6.17,52,1,98.26,East,1,34.5,14.399999999999999,49.36
4087,Beverages,2,21,1,13,8.79,52,1,117.42,West,0,31.5,15.6,70.32
4088,Beverages,9,34,6,12,1.18,54,1,74.84,South,0,51.0,14.399999999999999,9.44
4089,Fruits,11,5,7,14,8.89,43,1,95.42,West,1,7.5,16.8,71.12
4090,Fruits,3,26,7,19,6.59,65,1,114.52,East,0,39.0,22.8,52.72
4091,Dairy,2,19,5,14,3.05,44,1,69.7,East,1,28.5,16.8,24.4
4092,Snacks,12,10,1,20,2.22,35,1,56.76,North,1,15.0,24.0,17.76
4093,Beverages,1,9,7,15,3.38,37,1,58.54,South,1,13.5,18.0,27.04
4094,Beverages,5,21,5,1,8.01,43,1,96.78,East,1,31.5,1.2,64.08
4095,Dairy,12,33,5,15,7.93,68,1,130.94,West,0,49.5,18.0,63.44
4096,Fruits,9,5,2,1,8.09,24,0,73.42,North,0,7.5,1.2,64.72
4097,Household,7,33,8,20,5.67,72,1,118.86,South,1,49.5,24.0,45.36
4098,Vegetables,6,15,1,4,8.05,36,1,91.7,South,1,22.5,4.8,64.4
4099,Frozen,3,38,7,1,8.16,62,1,123.48,East,1,57.0,1.2,65.28
4100,Frozen,14,9,8,20,10.64,58,1,122.62,South,1,13.5,24.0,85.12
4101,Snacks,14,20,5,9,1.43,36,1,52.24,East,0,30.0,10.799999999999999,11.44
4102,Beverages,1,18,7,5,5.54,41,1,77.32,South,1,27.0,6.0,44.32
4103,Household,1,11,9,14,11.58,57,1,125.94,East,1,16.5,16.8,92.64
4104,Beverages,4,17,2,5,9.45,42,1,107.1,South,0,25.5,6.0,75.6
4105,Snacks,7,24,6,1,7.57,46,1,97.76,North,1,36.0,1.2,60.56
4106,Dairy,14,37,2,3,4.83,51,1,97.74,East,1,55.5,3.5999999999999996,38.64
4107,Household,13,11,7,18,10.67,57,1,123.46,South,0,16.5,21.599999999999998,85.36
4108,Household,13,16,2,7,6.67,38,1,85.76,East,0,24.0,8.4,53.36
4109,Snacks,15,18,4,20,5.35,52,1,93.8,North,0,27.0,24.0,42.8
4110,Vegetables,13,20,2,7,8.83,46,1,109.04,West,1,30.0,8.4,70.64
4111,Snacks,12,21,3,7,2.64,36,1,61.02,North,1,31.5,8.4,21.12
4112,Household,9,36,5,9,2.27,54,1,82.96,East,0,54.0,10.799999999999999,18.16
4113,Snacks,14,33,1,18,1.05,54,1,79.5,South,1,49.5,21.599999999999998,8.4
4114,Vegetables,4,38,8,14,6.59,73,1,126.52,North,1,57.0,16.8,52.72
4115,Beverages,13,22,1,7,5.17,40,1,82.76,West,0,33.0,8.4,41.36
4116,Fruits,2,30,6,19,2.17,59,1,85.16,North,1,45.0,22.8,17.36
4117,Household,6,25,5,20,12.0,74,1,157.5,East,1,37.5,24.0,96.0
4118,Snacks,6,29,3,1,7.12,47,1,101.66,West,1,43.5,1.2,56.96
4119,Vegetables,2,8,5,4,7.89,32,1,79.92,East,0,12.0,4.8,63.12
4120,Household,12,32,10,17,7.75,74,1,130.4,East,0,48.0,20.4,62.0
4121,Snacks,13,18,3,5,9.42,44,1,108.36,West,1,27.0,6.0,75.36
4122,Fruits,4,26,8,17,8.52,68,1,127.56,East,1,39.0,20.4,68.16
4123,Vegetables,1,25,8,10,11.37,65,1,140.46,South,1,37.5,12.0,90.96
4124,Vegetables,13,21,7,17,2.4,49,1,71.1,West,0,31.5,20.4,19.2
4125,Fruits,14,8,4,18,10.44,50,1,117.12,West,0,12.0,21.599999999999998,83.52
4126,Beverages,12,27,6,11,10.81,65,1,140.18,West,1,40.5,13.2,86.48
4127,Fruits,8,40,10,10,11.81,83,1,166.48,North,0,60.0,12.0,94.48
4128,Dairy,8,28,6,4,2.9,43,1,70.0,North,0,42.0,4.8,23.2
4129,Fruits,14,10,8,5,5.33,33,1,63.64,North,1,15.0,6.0,42.64
4130,Fruits,15,24,3,15,6.28,54,1,104.24,East,1,36.0,18.0,50.24
4131,Household,6,13,2,11,1.73,29,0,46.54,West,1,19.5,13.2,13.84
4132,Fruits,5,17,3,14,10.81,55,1,128.78,West,0,25.5,16.8,86.48
4133,Frozen,3,25,9,1,9.91,54,1,117.98,South,1,37.5,1.2,79.28
4134,Beverages,14,32,1,18,11.57,74,1,162.16,East,1,48.0,21.599999999999998,92.56
4135,Fruits,9,38,5,11,10.69,75,1,155.72,West,1,57.0,13.2,85.52
4136,Household,8,17,2,10,1.06,31,1,45.98,West,0,25.5,12.0,8.48
4137,Frozen,6,37,2,3,10.39,62,1,142.22,East,0,55.5,3.5999999999999996,83.12
4138,Beverages,4,35,6,17,5.48,68,1,116.74,South,0,52.5,20.4,43.84
4139,Vegetables,4,23,3,20,3.2,52,1,84.1,East,0,34.5,24.0,25.6
4140,Fruits,9,14,4,20,11.06,60,1,133.48,East,1,21.0,24.0,88.48
4141,Beverages,8,36,7,2,9.7,64,1,134.0,West,1,54.0,2.4,77.6
4142,Dairy,5,27,7,3,10.93,58,1,131.54,East,1,40.5,3.5999999999999996,87.44
4143,Snacks,1,36,4,6,7.88,61,1,124.24,West,1,54.0,7.199999999999999,63.04
4144,Frozen,3,22,7,13,7.64,57,1,109.72,South,1,33.0,15.6,61.12
4145,Vegetables,1,23,4,9,8.36,52,1,112.18,North,1,34.5,10.799999999999999,66.88
4146,Dairy,5,23,6,13,4.98,51,1,89.94,West,1,34.5,15.6,39.84
4147,Household,6,24,9,14,5.08,57,1,93.44,East,0,36.0,16.8,40.64
4148,Beverages,13,33,6,8,8.25,63,1,125.1,West,0,49.5,9.6,66.0
4149,Fruits,15,35,4,12,7.56,66,1,127.38,North,1,52.5,14.399999999999999,60.48
4150,Snacks,5,29,4,19,5.7,63,1,111.9,North,1,43.5,22.8,45.6
4151,Vegetables,7,17,6,9,6.76,45,1,90.38,West,1,25.5,10.799999999999999,54.08
4152,Fruits,4,36,3,12,5.15,61,1,109.6,West,0,54.0,14.399999999999999,41.2
4153,Snacks,14,8,3,13,10.2,44,1,109.2,North,0,12.0,15.6,81.6
4154,Dairy,10,31,8,3,3.77,49,1,80.26,East,0,46.5,3.5999999999999996,30.16
4155,Vegetables,15,26,6,4,1.03,38,1,52.04,West,1,39.0,4.8,8.24
4156,Beverages,13,18,4,13,9.01,53,1,114.68,North,0,27.0,15.6,72.08
4157,Fruits,11,17,4,1,7.67,37,1,88.06,West,0,25.5,1.2,61.36
4158,Household,3,33,6,12,5.38,61,1,106.94,East,1,49.5,14.399999999999999,43.04
4159,Household,14,29,7,1,3.78,44,1,74.94,South,0,43.5,1.2,30.24
4160,Snacks,12,36,2,11,7.08,63,1,123.84,South,1,54.0,13.2,56.64
4161,Household,7,15,1,5,2.63,26,0,49.54,North,0,22.5,6.0,21.04
4162,Snacks,15,33,2,6,6.5,54,1,108.7,South,1,49.5,7.199999999999999,52.0
4163,Frozen,1,24,1,18,1.31,45,1,68.08,North,0,36.0,21.599999999999998,10.48
4164,Fruits,1,25,9,1,5.43,45,1,82.14,West,1,37.5,1.2,43.44
4165,Snacks,12,5,5,13,1.78,26,0,37.34,North,1,7.5,15.6,14.24
4166,Household,7,24,10,9,1.16,45,1,56.08,North,1,36.0,10.799999999999999,9.28
4167,Household,8,10,3,20,1.13,35,1,48.04,West,0,15.0,24.0,9.04
4168,Frozen,15,25,2,16,4.9,52,1,95.9,South,0,37.5,19.2,39.2
4169,Frozen,3,31,4,14,11.92,72,1,158.66,East,1,46.5,16.8,95.36
4170,Frozen,15,5,4,20,3.77,36,1,61.66,South,1,7.5,24.0,30.16
4171,Snacks,5,39,3,18,8.06,76,1,144.58,South,1,58.5,21.599999999999998,64.48
4172,Beverages,13,18,6,10,9.94,53,1,118.52,North,0,27.0,12.0,79.52
4173,Household,5,5,2,4,8.64,28,0,81.42,East,0,7.5,4.8,69.12
4174,Household,14,30,1,16,4.21,55,1,97.88,South,0,45.0,19.2,33.68
4175,Snacks,15,23,3,16,3.66,49,1,82.98,North,1,34.5,19.2,29.28
4176,Fruits,4,13,4,7,11.58,47,1,120.54,North,1,19.5,8.4,92.64
4177,Fruits,6,12,10,15,10.17,57,1,117.36,South,1,18.0,18.0,81.36
4178,Fruits,6,17,10,16,11.69,66,1,138.22,West,1,25.5,19.2,93.52
4179,Vegetables,11,21,9,16,8.67,63,1,120.06,North,1,31.5,19.2,69.36
4180,Vegetables,14,35,10,7,1.71,55,1,74.58,South,1,52.5,8.4,13.68
4181,Snacks,10,40,5,15,6.0,72,1,126.0,North,1,60.0,18.0,48.0
4182,Fruits,14,31,4,7,6.34,54,1,105.62,East,1,46.5,8.4,50.72
4183,Beverages,10,21,5,10,11.25,58,1,133.5,West,0,31.5,12.0,90.0
4184,Dairy,5,29,4,3,3.43,42,1,74.54,North,1,43.5,3.5999999999999996,27.44
4185,Dairy,1,16,8,3,3.54,34,1,55.92,East,1,24.0,3.5999999999999996,28.32
4186,Beverages,8,22,10,9,9.31,59,1,118.28,West,1,33.0,10.799999999999999,74.48
4187,Frozen,13,5,2,6,4.22,21,0,48.46,East,1,7.5,7.199999999999999,33.76
4188,Household,12,23,8,16,4.95,56,1,93.3,South,1,34.5,19.2,39.6
4189,Household,6,21,8,10,9.74,58,1,121.42,North,0,31.5,12.0,77.92
4190,Snacks,7,25,4,2,8.06,47,1,104.38,East,1,37.5,2.4,64.48
4191,Household,8,24,6,2,10.21,52,1,120.08,North,0,36.0,2.4,81.68
4192,Household,2,26,2,4,5.5,43,1,87.8,North,1,39.0,4.8,44.0
4193,Frozen,10,23,2,5,9.77,49,1,118.66,West,0,34.5,6.0,78.16
4194,Household,12,16,2,7,2.77,30,0,54.56,North,1,24.0,8.4,22.16
4195,Dairy,14,22,6,2,8.52,47,1,103.56,East,0,33.0,2.4,68.16
4196,Dairy,9,32,10,3,2.42,49,1,70.96,South,1,48.0,3.5999999999999996,19.36
4197,Fruits,15,12,7,12,2.07,35,1,48.96,North,0,18.0,14.399999999999999,16.56
4198,Frozen,7,39,6,18,7.41,77,1,139.38,South,0,58.5,21.599999999999998,59.28
4199,Dairy,14,8,6,15,4.91,38,1,69.28,East,0,12.0,18.0,39.28
4200,Household,12,35,5,13,3.93,60,1,99.54,East,1,52.5,15.6,31.44
4201,Beverages,10,27,2,16,4.14,53,1,92.82,East,1,40.5,19.2,33.12
4202,Fruits,9,17,8,9,6.32,46,1,86.86,East,1,25.5,10.799999999999999,50.56
4203,Frozen,7,20,6,11,11.96,60,1,138.88,East,1,30.0,13.2,95.68
4204,Beverages,9,27,3,4,5.15,44,1,86.5,West,1,40.5,4.8,41.2
4205,Vegetables,15,20,2,14,7.51,51,1,106.88,East,0,30.0,16.8,60.08
4206,Household,11,39,8,3,3.52,57,1,90.26,South,0,58.5,3.5999999999999996,28.16
4207,Dairy,7,13,8,20,3.06,47,1,67.98,South,0,19.5,24.0,24.48
4208,Frozen,13,5,2,1,3.98,15,0,40.54,West,1,7.5,1.2,31.84
4209,Fruits,14,36,1,13,9.89,69,1,148.72,East,0,54.0,15.6,79.12
4210,Snacks,8,8,6,1,5.89,26,0,60.32,West,1,12.0,1.2,47.12
4211,Household,4,28,1,3,7.21,46,1,103.28,North,0,42.0,3.5999999999999996,57.68
4212,Snacks,14,22,6,16,11.6,67,1,145.0,North,0,33.0,19.2,92.8
4213,Fruits,15,6,8,10,8.24,40,1,86.92,West,1,9.0,12.0,65.92
4214,Frozen,10,26,2,3,8.06,47,1,107.08,North,1,39.0,3.5999999999999996,64.48
4215,Household,1,31,5,13,9.42,67,1,137.46,South,0,46.5,15.6,75.36
4216,Dairy,14,23,10,5,10.68,59,1,125.94,West,1,34.5,6.0,85.44
4217,Frozen,3,10,5,7,6.21,34,1,73.08,North,1,15.0,8.4,49.68
4218,Frozen,1,27,3,1,5.93,42,1,89.14,South,1,40.5,1.2,47.44
4219,Beverages,1,8,7,6,10.96,42,1,106.88,West,1,12.0,7.199999999999999,87.68
4220,Frozen,5,23,2,18,6.56,56,1,108.58,North,0,34.5,21.599999999999998,52.48
4221,Vegetables,3,7,3,4,8.21,30,0,80.98,North,1,10.5,4.8,65.68
4222,Fruits,4,23,3,19,5.0,55,1,97.3,South,1,34.5,22.8,40.0
4223,Fruits,9,22,1,4,7.81,42,1,100.28,West,0,33.0,4.8,62.48
4224,Beverages,5,11,7,7,11.36,47,1,115.78,West,0,16.5,8.4,90.88
4225,Snacks,1,37,8,19,4.09,72,1,111.02,East,0,55.5,22.8,32.72
4226,Dairy,15,7,5,13,1.65,28,0,39.3,West,0,10.5,15.6,13.2
4227,Snacks,9,11,1,5,2.39,21,0,41.62,North,0,16.5,6.0,19.12
4228,Beverages,3,22,5,20,2.25,51,1,75.0,East,0,33.0,24.0,18.0
4229,Dairy,9,28,9,8,9.86,64,1,130.48,South,0,42.0,9.6,78.88
4230,Snacks,1,32,4,12,8.62,65,1,131.36,East,1,48.0,14.399999999999999,68.96
4231,Snacks,6,35,1,20,5.98,67,1,124.34,South,0,52.5,24.0,47.84
4232,Frozen,12,14,6,11,3.31,37,1,60.68,North,0,21.0,13.2,26.48
4233,Snacks,5,21,10,11,6.96,55,1,100.38,North,1,31.5,13.2,55.68
4234,Snacks,15,33,3,13,6.15,61,1,114.3,East,0,49.5,15.6,49.2
4235,Dairy,5,22,7,7,5.47,46,1,85.16,North,1,33.0,8.4,43.76
4236,Snacks,15,19,9,4,2.57,37,1,53.86,West,0,28.5,4.8,20.56
4237,Frozen,11,22,10,19,7.06,65,1,112.28,North,0,33.0,22.8,56.48
4238,Beverages,5,26,4,1,11.47,53,1,131.96,East,0,39.0,1.2,91.76
4239,Vegetables,13,25,6,10,5.44,51,1,93.02,East,0,37.5,12.0,43.52
4240,Household,2,27,7,15,11.25,71,1,148.5,North,1,40.5,18.0,90.0
4241,Dairy,8,18,7,15,2.42,44,1,64.36,East,1,27.0,18.0,19.36
4242,Frozen,3,25,7,1,6.0,45,1,86.7,South,1,37.5,1.2,48.0
4243,Fruits,12,24,6,16,4.92,55,1,94.56,West,1,36.0,19.2,39.36
4244,Fruits,6,8,1,15,8.95,41,1,101.6,East,0,12.0,18.0,71.6
4245,Frozen,2,33,10,18,2.88,66,1,94.14,West,0,49.5,21.599999999999998,23.04
4246,Vegetables,11,36,5,10,9.19,69,1,139.52,West,1,54.0,12.0,73.52
4247,Frozen,9,10,7,15,1.14,34,1,42.12,North,1,15.0,18.0,9.12
4248,Vegetables,2,35,6,4,7.98,60,1,121.14,East,0,52.5,4.8,63.84
4249,Fruits,8,18,6,20,2.69,49,1,72.52,North,0,27.0,24.0,21.52
4250,Household,5,27,1,6,2.8,39,1,70.1,North,1,40.5,7.199999999999999,22.4
4251,Fruits,6,13,7,6,1.85,29,0,41.5,South,1,19.5,7.199999999999999,14.8
4252,Fruits,6,14,1,2,9.67,36,1,100.76,West,0,21.0,2.4,77.36
4253,Beverages,12,20,5,3,4.69,37,1,71.12,West,0,30.0,3.5999999999999996,37.52
4254,Frozen,8,15,4,1,6.04,32,1,72.02,North,1,22.5,1.2,48.32
4255,Vegetables,14,32,8,15,2.52,60,1,86.16,East,1,48.0,18.0,20.16
4256,Beverages,9,22,7,20,2.1,53,1,73.8,North,1,33.0,24.0,16.8
4257,Fruits,5,36,1,8,5.83,56,1,110.24,East,1,54.0,9.6,46.64
4258,Vegetables,4,16,7,8,9.89,50,1,112.72,South,0,24.0,9.6,79.12
4259,Dairy,9,27,3,15,3.19,51,1,84.02,South,1,40.5,18.0,25.52
4260,Beverages,8,35,4,9,11.45,70,1,154.9,West,1,52.5,10.799999999999999,91.6
4261,Beverages,7,16,10,20,6.57,59,1,100.56,South,1,24.0,24.0,52.56
4262,Vegetables,2,20,2,15,2.06,41,1,64.48,North,0,30.0,18.0,16.48
4263,Vegetables,6,24,7,6,3.7,44,1,72.8,South,1,36.0,7.199999999999999,29.6
4264,Beverages,15,38,4,6,5.27,58,1,106.36,South,0,57.0,7.199999999999999,42.16
4265,Beverages,7,14,7,15,3.26,42,1,65.08,East,1,21.0,18.0,26.08
4266,Fruits,9,27,6,14,6.77,60,1,111.46,North,1,40.5,16.8,54.16
4267,Beverages,9,23,9,2,2.18,38,1,54.34,East,0,34.5,2.4,17.44
4268,Household,13,17,4,14,6.88,48,1,97.34,North,1,25.5,16.8,55.04
4269,Fruits,4,19,8,5,5.9,43,1,81.7,North,1,28.5,6.0,47.2
4270,Beverages,2,34,8,10,8.34,68,1,129.72,North,1,51.0,12.0,66.72
4271,Frozen,4,11,9,1,4.78,30,0,55.94,West,0,16.5,1.2,38.24
4272,Dairy,3,15,5,8,6.84,41,1,86.82,East,0,22.5,9.6,54.72
4273,Snacks,3,6,7,8,3.46,27,0,46.28,South,1,9.0,9.6,27.68
4274,Vegetables,15,7,6,15,6.75,41,1,82.5,North,1,10.5,18.0,54.0
4275,Dairy,4,36,6,20,11.46,84,1,169.68,West,0,54.0,24.0,91.68
